,layer_num,embed_dim,num_heads,mlp_ratio,max_OA,OA,AA,Kappa,retrain_time,num_params_subnet,flops
0,10,"[128, 128, 128, 128, 128, 128, 128, 128, 128, 128]","[4, 6, 5, 4, 6, 5, 6, 6, 5, 6]","[3, 6, 1, 4, 3, 2, 3, 6, 5, 3]",87.9400,0.8765,0.9541,0.8634,0:06:38,1888983,95479706
0,10,"[112, 112, 112, 112, 112, 112, 112, 112, 112, 112]","[3, 4, 3, 5, 4, 6, 3, 3, 3, 3]","[1, 6, 2, 2, 1, 5, 5, 6, 6, 5]",89.4635,0.8926,0.9573,0.8809,0:06:21,1530908,77574056
0,10,"[240, 240, 240, 240, 240, 240, 240, 240, 240, 240]","[6, 4, 4, 3, 4, 3, 4, 6, 4, 6]","[6, 4, 3, 1, 6, 4, 3, 5, 6, 3]",90.7292,0.9073,0.9660,0.8974,0:07:59,7147936,355830720
0,9,"[176, 176, 176, 176, 176, 176, 176, 176, 176]","[3, 6, 3, 6, 5, 4, 6, 3, 6]","[4, 3, 1, 5, 2, 4, 2, 4, 5]",90.1301,0.9013,0.9619,0.8906,0:06:50,3048115,152708290
0,4,"[80, 80, 80, 80]","[6, 6, 5, 4]","[3, 5, 4, 5]",76.5100,0.7651,0.9005,0.7426,0:04:48,352724,17125752
0,8,"[96, 96, 96, 96, 96, 96, 96, 96]","[6, 6, 6, 3, 5, 6, 4, 3]","[3, 2, 3, 5, 2, 4, 1, 1]",86.9227,0.8668,0.9493,0.8529,0:05:48,726253,37070782
0,5,"[160, 160, 160, 160, 160]","[4, 4, 3, 3, 6]","[3, 1, 2, 6, 1]",90.1025,0.9010,0.9594,0.8902,0:05:16,1242558,61309108
0,9,"[144, 144, 144, 144, 144, 144, 144, 144, 144]","[3, 3, 4, 4, 6, 5, 5, 4, 3]","[5, 4, 6, 6, 1, 4, 5, 3, 3]",89.2029,0.8859,0.9565,0.8737,0:06:27,2346904,117710096
0,6,"[96, 96, 96, 96, 96, 96]","[6, 4, 5, 6, 4, 4]","[5, 3, 1, 1, 3, 5]",87.5452,0.8755,0.9528,0.8624,0:05:13,595213,29826622
0,5,"[160, 160, 160, 160, 160]","[6, 4, 3, 6, 5]","[6, 4, 6, 3, 3]",89.3979,0.8940,0.9592,0.8825,0:05:24,1702869,83779822
0,10,"[240, 240, 240, 240, 240, 240, 240, 240, 240, 240]","[6, 5, 3, 6, 5, 3, 6, 4, 5, 4]","[4, 2, 6, 6, 3, 6, 3, 4, 3, 3]",93.6076,0.9360,0.9719,0.9288,0:08:01,7032496,350185920
0,5,"[192, 192, 192, 192, 192]","[6, 6, 6, 6, 4]","[3, 4, 2, 1, 6]",89.5104,0.8820,0.9561,0.8694,0:05:37,2000080,98517888
0,7,"[32, 32, 32, 32, 32, 32, 32]","[3, 3, 6, 5, 6, 4, 6]","[5, 3, 4, 2, 3, 5, 6]",74.5561,0.7455,0.8834,0.7211,0:05:09,99276,5153960
0,8,"[160, 160, 160, 160, 160, 160, 160, 160]","[3, 4, 5, 3, 4, 3, 3, 6]","[1, 4, 1, 3, 2, 6, 3, 2]",89.6576,0.8877,0.9580,0.8758,0:06:16,2015032,101173744
0,4,"[32, 32, 32, 32]","[4, 3, 6, 4]","[2, 1, 5, 5]",66.9701,0.6691,0.7923,0.6377,0:04:38,55972,2674168
0,8,"[32, 32, 32, 32, 32, 32, 32, 32]","[6, 6, 3, 6, 4, 6, 3, 5]","[5, 4, 1, 5, 2, 2, 2, 4]",72.3162,0.7230,0.8494,0.6965,0:05:23,97158,5185124
0,8,"[128, 128, 128, 128, 128, 128, 128, 128]","[3, 5, 3, 3, 5, 3, 4, 4]","[3, 6, 3, 3, 6, 4, 6, 2]",87.9971,0.8625,0.9505,0.8482,0:06:00,1659494,83160420
0,5,"[144, 144, 144, 144, 144]","[3, 3, 6, 3, 6]","[5, 6, 3, 2, 4]",85.4994,0.8509,0.9449,0.8355,0:05:13,1307104,64405152
0,5,"[144, 144, 144, 144, 144]","[5, 6, 3, 5, 4]","[4, 5, 3, 2, 4]",85.2557,0.8428,0.9448,0.8270,0:05:15,1219240,60076688
0,5,"[80, 80, 80, 80, 80]","[3, 6, 6, 4, 6]","[3, 4, 4, 1, 4]",77.0894,0.7709,0.9050,0.7490,0:04:55,364872,18055184
0,6,"[160, 160, 160, 160, 160, 160]","[5, 6, 4, 3, 4, 5]","[4, 4, 2, 2, 4, 3]",89.3407,0.8729,0.9525,0.8596,0:05:41,1655201,82183990
0,9,"[112, 112, 112, 112, 112, 112, 112, 112, 112]","[6, 6, 4, 6, 6, 4, 4, 6, 3]","[6, 1, 1, 2, 3, 1, 3, 5, 2]",87.9990,0.8673,0.9514,0.8534,0:06:14,1097665,55897142
0,10,"[32, 32, 32, 32, 32, 32, 32, 32, 32, 32]","[6, 4, 6, 4, 6, 3, 4, 6, 5, 4]","[6, 5, 2, 6, 3, 2, 5, 5, 6, 5]",77.1897,0.7719,0.9125,0.7501,0:05:55,147788,7923048
0,4,"[192, 192, 192, 192]","[4, 3, 6, 5]","[1, 2, 2, 4]",90.4405,0.8962,0.9609,0.8851,0:05:07,1331914,64996988
0,6,"[48, 48, 48, 48, 48, 48]","[5, 6, 6, 6, 5, 6]","[4, 6, 2, 2, 3, 5]",75.7018,0.7570,0.8894,0.7340,0:05:05,177022,8969268
