layer_num,embed_dim,num_heads,mlp_ratio,dss,OA,flops,grasp,snip,zico,grad_norm,fisher,synflow,jacob_cov,zico_modified,zico_act,t_cet,NASWOT,croze,m_size,logsynflow
5,"[96, 96, 96, 96, 96]","[3, 5, 5, 6, 5]","[4, 2, 3, 5, 1]",192.35525512695312,0.8463,24804570,-2.4831085205078125,10.371309280395508,219.8262,5.293953895568848,0.0371397323906421,2.0508261668437626,-3295.4496845967733,215.0366,9.08834347826087,19968.87,134.29591931335716,449.9736022949219,3200557,0.8282200200301304
4,"[80, 80, 80, 80]","[3, 4, 5, 4]","[5, 1, 2, 3]",118.03140258789062,0.762,13405196,-2.277790307998657,6.1879987716674805,172.742,4.098207473754883,0.0179606825113296,1.779079379484756,-5247.963024744815,205.5,8.742973684210526,14544.989,128.1618158450649,360.8935546875,1498861,0.7576086858098279
6,"[96, 96, 96, 96, 96, 96]","[6, 5, 6, 5, 4, 3]","[6, 6, 6, 3, 3, 5]",202.8315277099609,0.8624,39739868,-2.4093830585479736,14.73054313659668,268.2582,6.157684326171875,0.0500645972788333,2.0994611546425404,-2695.3057659961923,222.0938,9.32611111111111,25283.125,143.05696471784353,539.4384155273438,4594189,0.8722712244202739
8,"[64, 64, 64, 64, 64, 64, 64, 64]","[6, 6, 6, 3, 3, 3, 4, 3]","[1, 1, 4, 4, 6, 4, 1, 4]",71.99004364013672,0.8632,18632992,-2.2705295085906982,7.82472038269043,318.9266,5.703742027282715,0.0147518804296851,1.5436644121118803,-2111.207018537426,218.478,8.925262857142858,27853.213,136.7497295033087,658.1922607421875,4738701,0.7326435834466594
7,"[112, 112, 112, 112, 112, 112, 112]","[3, 4, 4, 6, 4, 4, 5]","[2, 4, 5, 1, 4, 5, 4]",273.3403015136719,0.87,51510466,-5.319694995880127,25.687088012695312,314.6421,10.290032386779783,0.0796003118157386,2.3202329778486046,-1342.1290120554197,226.4295,9.483590322580646,30085.469,143.29855450743432,627.1447143554688,6395101,0.898353885892675
6,"[80, 80, 80, 80, 80, 80]","[4, 5, 6, 6, 5, 5]","[4, 1, 5, 3, 5, 5]",119.7069854736328,0.8896,24167752,-3.1666951179504395,12.246526718139648,253.9007,6.55125617980957,0.0520806275308132,1.7812837596657118,-2808.296201838249,217.2883,9.068881481481482,23223.076,137.97020903911968,524.8199462890625,4075405,0.7580793069023457
4,"[96, 96, 96, 96]","[4, 6, 4, 4]","[1, 5, 6, 1]",194.95236206054688,0.7761,20801760,-1.7859926223754885,8.599349021911621,178.2554,4.377834796905518,0.0182743817567825,2.062171135621611,-3932.050989032284,206.1765,8.900184210526316,15793.365,132.37231335183318,363.20697021484375,1992013,0.8338449975271942
9,"[192, 192, 192, 192, 192, 192, 192, 192, 192]","[5, 3, 5, 4, 5, 4, 4, 3, 5]","[6, 1, 6, 5, 5, 4, 1, 1, 4]",1269.192138671875,0.8814,192187184,-16.35189437866211,82.9620132446289,436.2418,20.279863357543945,0.2737790942192077,3.578249801428292,-1035.0961513223951,244.3207,10.098228205128205,45922.332,153.8838295936291,840.0444946289062,17545549,1.0763415423234337
6,"[64, 64, 64, 64, 64, 64]","[4, 4, 3, 5, 5, 3]","[2, 3, 6, 4, 3, 5]",74.93046569824219,0.8814,15713964,-1.5434962511062622,6.766857624053955,242.7611,4.468211174011231,0.0134046003222465,1.562851772202066,-3389.5675080914134,212.957,8.875425925925926,20751.62,134.8737685611314,503.4478454589844,2580493,0.7521847044899914
7,"[192, 192, 192, 192, 192, 192, 192]","[4, 4, 4, 4, 6, 5, 4]","[2, 2, 5, 1, 2, 2, 4]",1280.81689453125,0.8862,121957052,-11.917436599731444,61.75970077514648,342.4765,17.128890991210938,0.1370842903852462,3.5067321692627047,-1225.7983682383751,234.8038,9.910648387096774,34977.94,146.3331773597527,636.08154296875,11194189,1.005485228024554
7,"[160, 160, 160, 160, 160, 160, 160]","[6, 5, 3, 4, 4, 6, 6]","[1, 5, 1, 5, 5, 3, 4]",752.0938110351562,0.885,100227974,-7.403704643249512,43.37876892089844,333.5503,13.479055404663086,0.0938940793275833,3.072150859691874,-1563.9855131586353,230.8685,9.789545161290324,33588.887,147.55655465024114,632.8875732421875,10242189,1.0211044455845697
6,"[32, 32, 32, 32, 32, 32]","[4, 5, 5, 6, 3, 4]","[6, 1, 3, 2, 5, 4]",18.884021759033203,0.7012,4142096,-0.2920703291893005,1.22392737865448,208.497,1.6791921854019165,0.0026713933330029,1.0192223415617718,-3173.104605699536,202.879,8.195837037037037,14808.015,123.65957983217592,453.21435546875,1476109,0.6327650237101352
6,"[112, 112, 112, 112, 112, 112]","[4, 5, 5, 4, 5, 3]","[6, 6, 2, 3, 4, 6]",280.12860107421875,0.8666,50972642,-4.169266223907471,18.728166580200195,273.703,7.517197132110596,0.0693130865693092,2.362187497572449,-2426.262304120362,224.3405,9.449866666666669,26316.65,144.09936630060346,531.6530151367188,4820365,0.9450199099901512
8,"[32, 32, 32, 32, 32, 32, 32, 32]","[3, 3, 4, 3, 3, 4, 5, 3]","[5, 1, 6, 6, 2, 3, 1, 4]",18.69263458251953,0.7026,5509000,-0.351331889629364,1.562274932861328,271.8433,2.0934674739837646,0.0078091011382639,1.017707084061069,-2298.698109252656,210.0009,8.311108571428571,20212.254,128.5746851605534,592.4855346679688,2027597,0.6314148792712331
